num,url,coder1,coder2,final_label
250_Q48,https://pbs.twimg.com/media/DYp2_u5VAAAjIvI.jpg,OTHER,OTHER,OTHER
251_Q48,https://pbs.twimg.com/media/DYqpzJEVMAANXmR.jpg,OTHER,OTHER,OTHER
252_Q48,https://pbs.twimg.com/media/DYrPjT8X0AAayMy.jpg,OTHER,OTHER,OTHER
253_Q48,https://pbs.twimg.com/media/DYrHshwXkAEWf2b.jpg,women and children/close shots,women and children/close shots,women and children/close shots
254_Q48,https://pbs.twimg.com/media/DYriWomU0AA9PXv.jpg,crowd,crowd,crowd
255_Q48,https://pbs.twimg.com/media/DYuZjGBX0AAdTsd.jpg,OTHER,OTHER,OTHER
256_Q48,https://pbs.twimg.com/media/DYvFoQBVAAAtNb8.jpg,crowd,crowd,crowd
257_Q48,https://pbs.twimg.com/media/DYvXaREWkAAMdS0.jpg,OTHER,OTHER,OTHER
258_Q48,https://pbs.twimg.com/media/DYxFaC1WAAAd7QY.jpg,OTHER,OTHER,OTHER
259_Q48,https://pbs.twimg.com/media/DYyfRCBU8AECvzP.jpg,OTHER,OTHER,OTHER
260_Q48,https://pbs.twimg.com/media/DY0fdYKWAAAZn5E.jpg,OTHER,OTHER,OTHER
261_Q48,https://pbs.twimg.com/media/DY1_ip9WsAYhLVo.jpg,men/close shots,men/close shots,men/close shots
262_Q48,https://pbs.twimg.com/media/DY2SUcWW0AIIee8.jpg,men/close shots,men/close shots,men/close shots
263_Q48,https://pbs.twimg.com/media/DY2dOt8XkAAJBqz.jpg,men/close shots,men/close shots,men/close shots
264_Q48,https://pbs.twimg.com/media/DY23na7XUAQMxBX.jpg,OTHER,OTHER,OTHER
265_Q48,https://pbs.twimg.com/media/DY3NMdsUQAA0L1Z.jpg,OTHER,OTHER,OTHER
266_Q48,https://pbs.twimg.com/media/DY5MPPVVQAIX_Hg.jpg,OTHER,OTHER,OTHER
267_Q48,https://pbs.twimg.com/media/DY5mmBoX4AEhVrf.jpg,police,police,police
268_Q48,https://pbs.twimg.com/media/DY57IQDX4AAt4HW.jpg,OTHER,OTHER,OTHER
269_Q48,https://pbs.twimg.com/media/DY7PjoGWkAI2I_e.jpg,republican politicians,republican politicians,republican politicians
270_Q48,https://pbs.twimg.com/media/DY7STeYXcAANVDf.jpg,OTHER,men/close shots,No Agreement
271_Q48,https://pbs.twimg.com/media/DY8KnhuW0AAcSrN.jpg,republican politicians,republican politicians,republican politicians
272_Q48,https://pbs.twimg.com/media/DY8wKQCVQAAvrS2.jpg,republican politicians,republican politicians,republican politicians
273_Q48,https://pbs.twimg.com/media/DY-nn_QU0AA24-x.jpg,republican politicians,republican politicians,republican politicians
274_Q48,https://pbs.twimg.com/media/DY_QXAMWsAE0VKc.jpg,republican politicians,republican politicians,republican politicians
275_Q48,https://pbs.twimg.com/media/DZIFL2WWsAAeRVN.jpg,crowd,crowd,crowd
276_Q48,https://pbs.twimg.com/media/DZJXXoyWkAABQrF.jpg,men/close shots,men/close shots,men/close shots
277_Q48,https://pbs.twimg.com/media/DZM0v72XcAEtmfB.jpg,OTHER,OTHER,OTHER
278_Q48,https://pbs.twimg.com/media/DZNTZCDW0AArutg.jpg,OTHER,OTHER,OTHER
279_Q48,https://pbs.twimg.com/media/DZNhbJBW0AI8MkB.jpg,OTHER,OTHER,OTHER
280_Q48,https://pbs.twimg.com/media/DZOiYtJX4AAZzfj.jpg,OTHER,OTHER,OTHER
281_Q48,https://pbs.twimg.com/media/DZPFDlSWAAE0rfW.jpg,OTHER,men/close shots,No Agreement
282_Q48,https://pbs.twimg.com/media/DZPhkO5WAAA-rth.jpg,crowd,crowd,crowd
283_Q48,https://pbs.twimg.com/media/DZQaBBCX4AEPksR.jpg,OTHER,men/close shots,No Agreement
284_Q48,https://pbs.twimg.com/media/DZQbWv0VMAARV-s.jpg,crowd,crowd,crowd
285_Q48,https://pbs.twimg.com/media/DZQxcxSW4AAE8so.jpg,OTHER,OTHER,OTHER
286_Q48,https://pbs.twimg.com/media/DZTBfwvXUAA-_ME.jpg,OTHER,men/close shots,No Agreement
287_Q48,https://pbs.twimg.com/media/DZTnevYW4AI9ma0.jpg,OTHER,men/close shots,No Agreement
288_Q48,https://pbs.twimg.com/media/DZUgcxeX0AA9_FJ.jpg,women and children/close shots,women and children/close shots,women and children/close shots
289_Q48,https://pbs.twimg.com/media/DZVJx74X0AItREl.jpg,OTHER,men/close shots,No Agreement
290_Q48,https://pbs.twimg.com/media/DZWJ8ocW0AEJbbk.jpg,women and children/close shots,women and children/close shots,women and children/close shots
291_Q48,https://pbs.twimg.com/media/DZWlUYCWsAE4Cx3.jpg,women and children/close shots,women and children/close shots,women and children/close shots
292_Q48,https://pbs.twimg.com/media/DZXdqaCWsAA4DDk.jpg,OTHER,men/close shots,No Agreement
293_Q48,https://pbs.twimg.com/media/DZYTepSXkAAgCUC.jpg,women and children/close shots,women and children/close shots,women and children/close shots
294_Q48,https://pbs.twimg.com/media/DZZZ-c7X0AAaoHk.jpg,OTHER,OTHER,OTHER
295_Q48,https://pbs.twimg.com/media/DZaqDNJW4AEmLbM.jpg,violations,men/close shots,No Agreement
296_Q48,https://pbs.twimg.com/media/DZb5AfQW0AAxSUq.jpg,OTHER,OTHER,OTHER
297_Q48,https://pbs.twimg.com/media/DZb7fljX4AAPQrc.jpg,violations,men/close shots,No Agreement
298_Q48,https://pbs.twimg.com/media/DZcnYBrX0AAEJaJ.jpg,violations,men/close shots,No Agreement
299_Q48,https://pbs.twimg.com/media/DZdW3nFU0AEcKGS.jpg,men/close shots,crowd,No Agreement
300_Q48,https://pbs.twimg.com/media/DZdogubU0AAidk3.jpg,men/close shots,crowd,No Agreement
301_Q48,https://pbs.twimg.com/media/DZgSUvTUMAc_KbZ.jpg,OTHER,OTHER,OTHER
302_Q48,https://pbs.twimg.com/media/DZhZRgLX4AAQvXF.jpg,OTHER,OTHER,OTHER
303_Q48,https://pbs.twimg.com/media/DZhsJVlVwAAZhoU.jpg,OTHER,OTHER,OTHER
304_Q48,https://pbs.twimg.com/media/DZiw945XkAE_pqd.jpg,OTHER,OTHER,OTHER
305_Q48,https://pbs.twimg.com/media/DZjGv2iXUAAn3Do.jpg,OTHER,OTHER,OTHER
306_Q48,https://pbs.twimg.com/media/DZjIDMJW4AAotYG.jpg,violations,women and children/close shots,No Agreement
307_Q48,https://pbs.twimg.com/media/DZoV2_oVAAAMlTS.jpg,crowd,crowd,crowd
308_Q48,https://pbs.twimg.com/media/DZpCx-0WsAAZCzY.jpg,OTHER,OTHER,OTHER
309_Q48,https://pbs.twimg.com/media/DZpDhSEV4AA2Gnx.jpg,OTHER,OTHER,OTHER
310_Q48,https://pbs.twimg.com/media/DZpZt4wV4AsB2A2.jpg,men/close shots,men/close shots,men/close shots
311_Q48,https://pbs.twimg.com/media/DZqJ-E5VoAAToE5.jpg,OTHER,OTHER,OTHER
312_Q48,https://pbs.twimg.com/media/DZqWMVuX0AAI4KE.jpg,OTHER,OTHER,OTHER
313_Q48,https://pbs.twimg.com/media/DZqrctUUMAIL4OS.jpg,OTHER,OTHER,OTHER
314_Q48,https://pbs.twimg.com/media/DZq1EDwWkAERZT4.jpg,OTHER,OTHER,OTHER
315_Q48,https://pbs.twimg.com/media/DZqR9EsWkAAkhWV.jpg,OTHER,OTHER,OTHER
316_Q48,https://pbs.twimg.com/media/DZrWRuuVwAAnU95.jpg,OTHER,OTHER,OTHER
317_Q48,https://pbs.twimg.com/media/DZsaq-NU0AAvoNa.jpg,OTHER,OTHER,OTHER
318_Q48,https://pbs.twimg.com/media/DZskFLqW4AMXVZK.jpg,OTHER,OTHER,OTHER
319_Q48,https://pbs.twimg.com/media/DZsvSfzXUAAWQ4U.jpg,OTHER,men/close shots,No Agreement
320_Q48,https://pbs.twimg.com/media/DZs_1D4UQAE3yPo.jpg,republican politicians,republican politicians,republican politicians
321_Q48,https://pbs.twimg.com/media/DZtCqL9WAAET7Dn.jpg,republican politicians,republican politicians,republican politicians
322_Q48,https://pbs.twimg.com/media/DZtGk1AVQAAgclf.jpg,republican politicians,republican politicians,republican politicians
323_Q48,https://pbs.twimg.com/media/DZtUBhnV4AAauPn.jpg,republican politicians,republican politicians,republican politicians
324_Q48,https://pbs.twimg.com/media/DZtY6u0XUAc7uYD.jpg,violations,OTHER,No Agreement
325_Q48,https://pbs.twimg.com/media/DZttUvoUMAAKwfl.jpg,OTHER,OTHER,OTHER
326_Q48,https://pbs.twimg.com/media/DZt09ghVQAAnzqm.jpg,violations,OTHER,No Agreement
327_Q48,https://pbs.twimg.com/media/DZuJBBaVAAA_4Kx.jpg,republican politicians,republican politicians,republican politicians
328_Q48,https://pbs.twimg.com/media/DZuTTlQU8AAGM76.jpg,republican politicians,republican politicians,republican politicians
329_Q48,https://pbs.twimg.com/media/DZujiVUW4AARhEQ.jpg,OTHER,men/close shots,No Agreement
330_Q48,https://pbs.twimg.com/media/DZusTTdVwAA6w9-.jpg,OTHER,OTHER,OTHER
331_Q48,https://pbs.twimg.com/media/DZu-HPOWAAA4YBa.jpg,republican politicians,republican politicians,republican politicians
332_Q48,https://pbs.twimg.com/media/DZvUUfWU0AAZb-e.jpg,women and children/close shots,OTHER,No Agreement
333_Q48,https://pbs.twimg.com/media/DZwFbc5XUAAgJkP.jpg,OTHER,OTHER,OTHER
334_Q48,https://pbs.twimg.com/media/DZwBQTHW0AAK0Uc.jpg,OTHER,OTHER,OTHER
335_Q48,https://pbs.twimg.com/media/DZwO56RWsAYs_V2.jpg,republican politicians,republican politicians,republican politicians
336_Q48,https://pbs.twimg.com/media/DZwSVM-WAAAIZpg.jpg,republican politicians,republican politicians,republican politicians
337_Q48,https://pbs.twimg.com/media/DZwcLuQW4AARl5G.jpg,men/close shots,crowd,No Agreement
338_Q48,https://pbs.twimg.com/media/DZxHOHdV4AEzP6Q.jpg,OTHER,OTHER,OTHER
339_Q48,https://pbs.twimg.com/media/DZxXlwLWAAAXQxM.jpg,OTHER,OTHER,OTHER
340_Q48,https://pbs.twimg.com/media/DZxblPJW0AAPwim.jpg,republican politicians,republican politicians,republican politicians
341_Q48,https://pbs.twimg.com/media/DZxeVBFU0AA_YA-.jpg,OTHER,OTHER,OTHER
342_Q48,https://pbs.twimg.com/media/DZxfBc4U0AI5G9o.jpg,republican politicians,republican politicians,republican politicians
343_Q48,https://pbs.twimg.com/media/DZxl4CrX4AEUND3.jpg,OTHER,OTHER,OTHER
344_Q48,https://pbs.twimg.com/media/DZxqWQ1X0AAe8mj.jpg,men/close shots,crowd,No Agreement
345_Q48,https://pbs.twimg.com/media/DZxqX2mXUAAjTXV.jpg,violations,OTHER,No Agreement
346_Q48,https://pbs.twimg.com/media/DZxtrGAV4AER3Ni.jpg,republican politicians,republican politicians,republican politicians
347_Q48,https://pbs.twimg.com/media/DZxuaECWAAEQwRI.jpg,OTHER,OTHER,OTHER
348_Q48,https://pbs.twimg.com/media/DZxvjV5VwAA7uWt.jpg,OTHER,OTHER,OTHER
349_Q48,https://pbs.twimg.com/media/DZxxRA3WAAgcVcy.jpg,OTHER,OTHER,OTHER
350_Q48,https://pbs.twimg.com/media/DZx4Tr5VAAMvA_v.jpg,OTHER,OTHER,OTHER
351_Q48,https://pbs.twimg.com/media/DZx5NesXkAAX2Ef.jpg,crowd,crowd,crowd
352_Q48,https://pbs.twimg.com/media/DZyCRKuW0AAN89a.jpg,OTHER,OTHER,OTHER
353_Q48,https://pbs.twimg.com/media/DZyDlnaXcAIJtyS.jpg,republican politicians,republican politicians,republican politicians
354_Q48,https://pbs.twimg.com/media/DZyDokEVQAAT1vW.jpg,republican politicians,republican politicians,republican politicians
355_Q48,https://pbs.twimg.com/media/DZyG_CZVQAAa595.jpg,OTHER,OTHER,OTHER
356_Q48,https://pbs.twimg.com/media/DZyN93YX4AAADoF.jpg,military,military,military
357_Q48,https://pbs.twimg.com/media/DZyOaoqVwAAcxOR.jpg,OTHER,OTHER,OTHER
358_Q48,https://pbs.twimg.com/media/DZySgwMWsAIrRqf.jpg,republican politicians,republican politicians,republican politicians
359_Q48,https://pbs.twimg.com/media/DZyUmmoWkAMlV0b.jpg,republican politicians,republican politicians,republican politicians
360_Q48,https://pbs.twimg.com/media/DZyVc9IW0AA-PYF.jpg,men/close shots,men/close shots,men/close shots
361_Q48,https://pbs.twimg.com/media/DZyZDuRW4AEoLJA.jpg,republican politicians,republican politicians,republican politicians
362_Q48,https://pbs.twimg.com/media/DZyZI_eV4AAb5Wh.jpg,men/close shots,crowd,No Agreement
363_Q48,https://pbs.twimg.com/media/DZykmceVMAEy9rB.jpg,republican politicians,republican politicians,republican politicians
364_Q48,https://pbs.twimg.com/media/DZyk0sUVoAAQ2lZ.jpg,republican politicians,republican politicians,republican politicians
365_Q48,https://pbs.twimg.com/media/DZytza2WAAIJitc.jpg,OTHER,OTHER,OTHER
366_Q48,https://pbs.twimg.com/media/DZyxLxFWsAEtevT.jpg,republican politicians,republican politicians,republican politicians
367_Q48,https://pbs.twimg.com/media/DZyFZKBUQAAHloL.jpg,OTHER,OTHER,OTHER
368_Q48,https://pbs.twimg.com/media/DZy0rqtW0AAB1mH.jpg,OTHER,OTHER,OTHER
369_Q48,https://pbs.twimg.com/media/DZy1vjtVMAArrAi.jpg,OTHER,OTHER,OTHER
370_Q48,https://pbs.twimg.com/media/DZy2CZ0XkAcrYsu.jpg,OTHER,OTHER,OTHER
371_Q48,https://pbs.twimg.com/media/DZy7tvuU0AA3JEE.jpg,republican politicians,republican politicians,republican politicians
372_Q48,https://pbs.twimg.com/media/DZzDrLFWAAAeWa3.jpg,men/close shots,men/close shots,men/close shots
373_Q48,https://pbs.twimg.com/media/DZzG8wHWsAAfQgN.jpg,OTHER,OTHER,OTHER
374_Q48,https://pbs.twimg.com/media/DZzI_sGUQAAhtnH.jpg,republican politicians,republican politicians,republican politicians
375_Q48,https://pbs.twimg.com/media/DZzNEzmW4AAxnF-.jpg,OTHER,OTHER,OTHER
376_Q48,https://pbs.twimg.com/media/DZzU6fmWkAIriLo.jpg,men/close shots,men/close shots,men/close shots
377_Q48,https://pbs.twimg.com/media/DZzZNPgVMAA2VQD.jpg,OTHER,OTHER,OTHER
378_Q48,https://pbs.twimg.com/media/DZzh7INV4AAFp7Q.jpg,crowd,crowd,crowd
379_Q48,https://pbs.twimg.com/media/DZzkOkrXUAEwSrt.jpg,OTHER,OTHER,OTHER
380_Q48,https://pbs.twimg.com/media/DZzn4axW0AMwT10.jpg,republican politicians,republican politicians,republican politicians
381_Q48,https://pbs.twimg.com/media/DZzpRoDXkAAfMLH.jpg,crowd,crowd,crowd
382_Q48,https://pbs.twimg.com/media/DZzp8eyXUAEH18e.jpg,OTHER,OTHER,OTHER
383_Q48,https://pbs.twimg.com/media/DZzt4EaX0AANWx3.jpg,crowd,crowd,crowd
384_Q48,https://pbs.twimg.com/media/DZzuj4nVAAAgnOH.jpg,women and children/close shots,women and children/close shots,women and children/close shots
385_Q48,https://pbs.twimg.com/media/DZzvNVXVMAESoXW.jpg,OTHER,OTHER,OTHER
386_Q48,https://pbs.twimg.com/media/DZzyen1VoAALg4d.jpg,OTHER,OTHER,OTHER
387_Q48,https://pbs.twimg.com/media/DZz4JiuWAAE43oA.jpg,men/close shots,men/close shots,men/close shots
388_Q48,https://pbs.twimg.com/media/DZz6a5iVQAAMhhG.jpg,crowd,crowd,crowd
389_Q48,https://pbs.twimg.com/media/DZz_Y11XkAEjfQ_.jpg,crowd,OTHER,No Agreement
390_Q48,https://pbs.twimg.com/media/DZ0BhvLWkAYjGLX.jpg,OTHER,OTHER,OTHER
391_Q48,https://pbs.twimg.com/media/DZ0DwUrUQAAjn9C.jpg,republican politicians,republican politicians,republican politicians
392_Q48,https://pbs.twimg.com/media/DZ0V5biVQAAlCMx.jpg,republican politicians,republican politicians,republican politicians
393_Q48,https://pbs.twimg.com/media/DZ0Yu_pVQAAV1r0.jpg,OTHER,OTHER,OTHER
394_Q48,https://pbs.twimg.com/media/DZ0bjxXX4AELbGo.jpg,republican politicians,republican politicians,republican politicians
395_Q48,https://pbs.twimg.com/media/DZ0cx8TWsAERugl.jpg,crowd,crowd,crowd
396_Q48,https://pbs.twimg.com/media/DZ0dvMSW0AAqlkl.jpg,men/close shots,men/close shots,men/close shots
397_Q48,https://pbs.twimg.com/media/DZ0eGDAWAAAW_wC.jpg,crowd,crowd,crowd
398_Q48,https://pbs.twimg.com/media/DZ0iyEUW4AA-I9Y.jpg,men/close shots,crowd,No Agreement
399_Q48,https://pbs.twimg.com/media/DZ0qY_EXUAAnEMm.jpg,OTHER,OTHER,OTHER
400_Q48,https://pbs.twimg.com/media/DZ0tOkWXcAEehpZ.jpg,republican politicians,republican politicians,republican politicians
401_Q48,https://pbs.twimg.com/media/DZ0zg8hX4AY6q3J.jpg,crowd,crowd,crowd
402_Q48,https://pbs.twimg.com/media/DZxuaECWAAEQwRI.jpg,OTHER,OTHER,OTHER
403_Q48,https://pbs.twimg.com/media/DZ03FeLX0AAV9Zb.jpg,police,police,police
404_Q48,https://pbs.twimg.com/media/DZ1BjVmXkAExOcM.jpg,camps,camps,camps
405_Q48,https://pbs.twimg.com/media/DZ1IeKwVQAE5LaT.jpg,OTHER,OTHER,OTHER
406_Q48,https://pbs.twimg.com/media/DZ1JSWnXUAcsZkb.jpg,men/close shots,crowd,No Agreement
407_Q48,https://pbs.twimg.com/media/DZ1DdscWkAA8lLY.jpg,OTHER,OTHER,OTHER
408_Q48,https://pbs.twimg.com/media/DZ1U-zGUMAA6C8Z.jpg,camps,camps,camps
409_Q48,https://pbs.twimg.com/media/DZxXlwLWAAAXQxM.jpg,OTHER,OTHER,OTHER
410_Q48,https://pbs.twimg.com/media/DZ1ispFW4AEIH1V.jpg,camps,camps,camps
411_Q48,https://pbs.twimg.com/media/DZ1jQb8VwAAgl28.jpg,republican politicians,republican politicians,republican politicians
412_Q48,https://pbs.twimg.com/media/DZ1dmAUWkAAeTWg.jpg,OTHER,OTHER,OTHER
413_Q48,https://pbs.twimg.com/media/DZ1lFkNWkAA_wE2.jpg,republican politicians,republican politicians,republican politicians
414_Q48,https://pbs.twimg.com/media/DZ1qlBoWsAA10_x.jpg,republican politicians,republican politicians,republican politicians
415_Q48,https://pbs.twimg.com/media/DZ1yQwJXkAAfbZA.jpg,OTHER,OTHER,OTHER
416_Q48,https://pbs.twimg.com/media/DZ2OEOTWAAE7DUV.jpg,camps,camps,camps
417_Q48,https://pbs.twimg.com/media/DZ2VljvV4AAympJ.jpg,men/close shots,men/close shots,men/close shots
418_Q48,https://pbs.twimg.com/media/DZ2mQQcUQAA8c3c.jpg,OTHER,OTHER,OTHER
419_Q48,https://pbs.twimg.com/media/DZ2oQk4VQAAge1M.jpg,OTHER,OTHER,OTHER
420_Q48,https://pbs.twimg.com/media/DZ2omfVW0AA60Qn.jpg,OTHER,OTHER,OTHER
421_Q48,https://pbs.twimg.com/media/DZ2tMM7UQAAAxZT.jpg,OTHER,republican politicians,No Agreement
422_Q48,https://pbs.twimg.com/media/DZ2xFfIVwAAiuEX.jpg,republican politicians,republican politicians,republican politicians
423_Q48,https://pbs.twimg.com/media/DZ23SooX0AM_2fb.jpg,men/close shots,men/close shots,men/close shots
424_Q48,https://pbs.twimg.com/media/DZ25jiWU0AAASU-.jpg,republican politicians,republican politicians,republican politicians
425_Q48,https://pbs.twimg.com/media/DZ289DdXcAEaMtd.jpg,OTHER,OTHER,OTHER
426_Q48,https://pbs.twimg.com/media/DZ3ADUSXkAAr0yD.jpg,crowd,crowd,crowd
427_Q48,https://pbs.twimg.com/media/DZ3AtShWsAAsNyx.jpg,republican politicians,republican politicians,republican politicians
428_Q48,https://pbs.twimg.com/media/DZ3CdzRVQAAvrCw.jpg,OTHER,OTHER,OTHER
429_Q48,https://pbs.twimg.com/media/DZ3FNp1U0AU-Nzz.jpg,OTHER,OTHER,OTHER
430_Q48,https://pbs.twimg.com/media/DZ3HKq3VQAIDAn-.jpg,women and children/close shots,women and children/close shots,women and children/close shots
431_Q48,https://pbs.twimg.com/media/DZ3IwV4VAAUz0b8.jpg,women and children/close shots,women and children/close shots,women and children/close shots
432_Q48,https://pbs.twimg.com/media/DZ3Kx-dVMAAAtTs.jpg,women and children/close shots,women and children/close shots,women and children/close shots
433_Q48,https://pbs.twimg.com/media/DZ3PAzRUQAIGc-C.jpg,men/close shots,men/close shots,men/close shots
434_Q48,https://pbs.twimg.com/media/DZ3QoLCV4AgYMYg.jpg,OTHER,OTHER,OTHER
435_Q48,https://pbs.twimg.com/media/DZ3S8MwWAAAfCz6.jpg,republican politicians,republican politicians,republican politicians
436_Q48,https://pbs.twimg.com/media/DZ3a82eUMAA9jIu.jpg,republican politicians,republican politicians,republican politicians
437_Q48,https://pbs.twimg.com/media/DZ3b46lXUAAkWct.jpg,women and children/close shots,women and children/close shots,women and children/close shots
438_Q48,https://pbs.twimg.com/media/DZ3dB_1XcAI2RlP.jpg,OTHER,OTHER,OTHER
439_Q48,https://pbs.twimg.com/media/DZ3eSB3U0AES3Nj.jpg,OTHER,OTHER,OTHER
440_Q48,https://pbs.twimg.com/media/DZ3emLyV4AURzA9.jpg,OTHER,OTHER,OTHER
441_Q48,https://pbs.twimg.com/media/DZ3iW7fXcAEe8Dm.jpg,camps,women and children/close shots,No Agreement
442_Q48,https://pbs.twimg.com/media/DZ3ixNpWkAAu7HU.jpg,women and children/close shots,crowd,No Agreement
443_Q48,https://pbs.twimg.com/media/DZ3lBKdUQAEBP7z.jpg,crowd,crowd,crowd
444_Q48,https://pbs.twimg.com/media/DZ3lEcBXkAA3a_g.jpg,camps,camps,camps
445_Q48,https://pbs.twimg.com/media/DZ3mlj1WkAAJiOh.jpg,women and children/close shots,camps,No Agreement
446_Q48,https://pbs.twimg.com/media/DZ3pMcaXcAIxG3f.jpg,OTHER,OTHER,OTHER
447_Q48,https://pbs.twimg.com/media/DZ3ppQGVwAAeR3a.jpg,republican politicians,republican politicians,republican politicians
448_Q48,https://pbs.twimg.com/media/DZ3r_XjWkAAn3mM.jpg,police,police,police
449_Q48,https://pbs.twimg.com/media/DZ3tfjRVQAAIEXt.jpg,republican politicians,republican politicians,republican politicians
450_Q48,https://pbs.twimg.com/media/DZ3w8EEW4AEqcoS.jpg,republican politicians,republican politicians,republican politicians
451_Q48,https://pbs.twimg.com/media/DZ3x1UiXUAEz60I.jpg,men/close shots,men/close shots,men/close shots
452_Q48,https://pbs.twimg.com/media/DZ3y-xWW4AAffV_.jpg,OTHER,OTHER,OTHER
453_Q48,https://pbs.twimg.com/media/DZ31SqAWsAAK2FY.jpg,republican politicians,republican politicians,republican politicians
454_Q48,https://pbs.twimg.com/media/DZ38u76W4AAcdPl.jpg,republican politicians,republican politicians,republican politicians
455_Q48,https://pbs.twimg.com/media/DZ3_fKbWsAUyFQJ.jpg,OTHER,OTHER,OTHER
456_Q48,https://pbs.twimg.com/media/DZ3_pUSWsAMJbef.jpg,crowd,crowd,crowd
457_Q48,https://pbs.twimg.com/media/DZ4BCs_WsAExq6F.jpg,republican politicians,republican politicians,republican politicians
458_Q48,https://pbs.twimg.com/media/DZ4FiIUW4AAfb8f.jpg,OTHER,OTHER,OTHER
459_Q48,https://pbs.twimg.com/media/DZ4F2OnWkAAwbNQ.jpg,republican politicians,republican politicians,republican politicians
460_Q48,https://pbs.twimg.com/media/DZ4BOh6XUAElFUQ.jpg,OTHER,OTHER,OTHER
461_Q48,https://pbs.twimg.com/media/DZ4IEK6WkAAfYFo.jpg,men/close shots,men/close shots,men/close shots
462_Q48,https://pbs.twimg.com/media/DZ4J4GWVMAA-7kB.jpg,camps,camps,camps
463_Q48,https://pbs.twimg.com/media/DZ4Ybb2XUAIpAf3.jpg,OTHER,OTHER,OTHER
464_Q48,https://pbs.twimg.com/media/DZ4gFuXXcAAe4yq.jpg,men/close shots,men/close shots,men/close shots
465_Q48,https://pbs.twimg.com/media/DZ4il6wXUAMSl_n.jpg,women and children/close shots,women and children/close shots,women and children/close shots
466_Q48,https://pbs.twimg.com/media/DZ4jgdkVwAAQrIg.jpg,women and children/close shots,women and children/close shots,women and children/close shots
467_Q48,https://pbs.twimg.com/media/DZ5Dan_WAAE8dtA.jpg,republican politicians,republican politicians,republican politicians
468_Q48,https://pbs.twimg.com/media/DZ5HXDtW4AA_3lK.jpg,women and children/close shots,women and children/close shots,women and children/close shots
469_Q48,https://pbs.twimg.com/media/DZ5S6nSW0AAXdz7.jpg,OTHER,women and children/close shots,No Agreement
470_Q48,https://pbs.twimg.com/media/DZ5S-n4W4AAQ0XC.jpg,camps,women and children/close shots,No Agreement
471_Q48,https://pbs.twimg.com/media/DZ5TkPOW4AYmC65.jpg,republican politicians,republican politicians,republican politicians
